id,node1,node2,node_size,link_strength,node_category,detail
160,119,127,6,0.8,5,"Person Id: 119; Gender: Female; Age: 19; Race: Latino/Hispanic American; Field of Study: Languages; Career: LawyerHobby: clubbing,theater,concerts,music"
161,119,128,6,0.8,5,"Person Id: 119; Gender: Female; Age: 19; Race: Latino/Hispanic American; Field of Study: Languages; Career: LawyerHobby: clubbing,theater,concerts,music"
162,119,129,6,1,5,"Person Id: 119; Gender: Female; Age: 19; Race: Latino/Hispanic American; Field of Study: Languages; Career: LawyerHobby: clubbing,theater,concerts,music"
163,119,130,6,0.8,5,"Person Id: 119; Gender: Female; Age: 19; Race: Latino/Hispanic American; Field of Study: Languages; Career: LawyerHobby: clubbing,theater,concerts,music"
164,120,122,5,0.8,5,"Person Id: 120; Gender: Female; Age: 20; Race: Latino/Hispanic American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: reading,theater"
165,120,125,5,0.7,5,"Person Id: 120; Gender: Female; Age: 20; Race: Latino/Hispanic American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: reading,theater"
166,120,128,5,0.8,5,"Person Id: 120; Gender: Female; Age: 20; Race: Latino/Hispanic American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: reading,theater"
167,120,130,5,0.9,5,"Person Id: 120; Gender: Female; Age: 20; Race: Latino/Hispanic American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: reading,theater"
168,132,140,2,0.7,4,"Person Id: 132; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: exercise,movies,music,yoga"
169,134,137,2,0.9,4,Person Id: 134; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
170,135,140,3,0.7,4,"Person Id: 135; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: hiking,concerts,music"
171,135,141,3,0.8,4,"Person Id: 135; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: hiking,concerts,music"
172,136,138,2,0.9,1,Person Id: 136; Gender: Female; Age: Unknown; Race: Unknown; Field of Study: Unknown; Career: UnknownHobby: NA
173,142,159,8,0.7,4,Person Id: 142; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: gaming
174,142,167,8,0.6,4,Person Id: 142; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: gaming
175,142,168,8,0.8,4,Person Id: 142; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: gaming
176,142,169,8,0.8,4,Person Id: 142; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: gaming
177,142,171,8,0.7,4,Person Id: 142; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: gaming
178,142,172,8,0.6,4,Person Id: 142; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: gaming
179,142,173,8,0.7,4,Person Id: 142; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: gaming
180,144,162,2,0.8,4,Person Id: 144; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: sports
181,146,164,2,1,4,Person Id: 146; Gender: Female; Age: 36; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Academic/ResearchHobby: reading
182,147,160,6,0.6,2,"Person Id: 147; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: reading,yoga"
183,147,165,6,0.8,2,"Person Id: 147; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: reading,yoga"
184,147,166,6,0.8,2,"Person Id: 147; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: reading,yoga"
185,147,169,6,0.9,2,"Person Id: 147; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: reading,yoga"
186,147,172,6,0.8,2,"Person Id: 147; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: reading,yoga"
187,148,169,2,0.9,2,"Person Id: 148; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: reading,tv"
188,149,160,6,0.5,4,Person Id: 149; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: music
189,149,166,6,0.7,4,Person Id: 149; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: music
190,149,171,6,0.9,4,Person Id: 149; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: music
191,149,172,6,0.6,4,Person Id: 149; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: music
192,149,173,6,0.8,4,Person Id: 149; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: music
193,150,165,3,0.8,4,Person Id: 150; Gender: Female; Age: 31; Race: European/Caucasian-American; Field of Study: History/Religion/Philosophy; Career: Academic/ResearchHobby: yoga
194,150,167,3,0.6,4,Person Id: 150; Gender: Female; Age: 31; Race: European/Caucasian-American; Field of Study: History/Religion/Philosophy; Career: Academic/ResearchHobby: yoga
195,151,162,3,0.9,4,"Person Id: 151; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: dining,music"
196,151,173,3,0.8,4,"Person Id: 151; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: dining,music"
197,152,164,4,0.7,2,"Person Id: 152; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: reading,movies"
198,152,165,4,0.7,2,"Person Id: 152; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: reading,movies"
199,152,167,4,0.7,2,"Person Id: 152; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: reading,movies"
200,153,159,4,0.7,2,Person Id: 153; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: History/Religion/Philosophy; Career: Academic/ResearchHobby: reading
201,153,163,4,0.8,2,Person Id: 153; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: History/Religion/Philosophy; Career: Academic/ResearchHobby: reading
202,153,171,4,0.6,2,Person Id: 153; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: History/Religion/Philosophy; Career: Academic/ResearchHobby: reading
203,154,161,8,0.8,4,Person Id: 154; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports
204,154,163,8,0.7,4,Person Id: 154; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports
205,154,166,8,0.7,4,Person Id: 154; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports
206,154,169,8,1,4,Person Id: 154; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports
207,154,171,8,0.8,4,Person Id: 154; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports
208,154,172,8,0.6,4,Person Id: 154; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports
209,154,173,8,0.7,4,Person Id: 154; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports
210,155,161,2,0.7,4,"Person Id: 155; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: International/Humanitarian AffairsHobby: exercise,dining,reading,theater"
211,156,160,5,0.8,3,"Person Id: 156; Gender: Female; Age: 30; Race: Black/African American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: exercise,dining,museums,art,reading,tv,theater,movies,concerts,music"
212,156,163,5,0.8,3,"Person Id: 156; Gender: Female; Age: 30; Race: Black/African American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: exercise,dining,museums,art,reading,tv,theater,movies,concerts,music"
213,156,172,5,0.7,3,"Person Id: 156; Gender: Female; Age: 30; Race: Black/African American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: exercise,dining,museums,art,reading,tv,theater,movies,concerts,music"
214,156,173,5,0.6,3,"Person Id: 156; Gender: Female; Age: 30; Race: Black/African American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: exercise,dining,museums,art,reading,tv,theater,movies,concerts,music"
215,157,169,2,0.9,2,Person Id: 157; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
216,174,184,3,0.7,2,Person Id: 174; Gender: Female; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
217,174,187,3,0.5,2,Person Id: 174; Gender: Female; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
218,175,188,4,0.4,6,Person Id: 175; Gender: Female; Age: 23; Race: Other; Field of Study: Political Science/International Affairs; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
219,175,190,4,0.7,6,Person Id: 175; Gender: Female; Age: 23; Race: Other; Field of Study: Political Science/International Affairs; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
220,175,193,4,0.8,6,Person Id: 175; Gender: Female; Age: 23; Race: Other; Field of Study: Political Science/International Affairs; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
221,176,184,4,0.9,2,"Person Id: 176; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining,museums"
222,176,186,4,0.7,2,"Person Id: 176; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining,museums"
223,176,191,4,0.6,2,"Person Id: 176; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining,museums"
224,178,186,2,0.3,2,"Person Id: 178; Gender: Female; Age: 35; Race: Asian/Pacific Islander/Asian-American; Field of Study: Social Science, Psychologist; Career: Doctor/MedicineHobby: NA"
225,179,190,2,0.9,5,"Person Id: 179; Gender: Female; Age: 30; Race: Latino/Hispanic American; Field of Study: English/Creative Writing/ Journalism; Career: Academic/ResearchHobby: exercise,dining,reading,shopping"
226,180,184,3,0.6,2,Person Id: 180; Gender: Female; Age: 24; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
227,180,192,3,0.7,2,Person Id: 180; Gender: Female; Age: 24; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
228,181,185,6,0.9,3,"Person Id: 181; Gender: Female; Age: 22; Race: Black/African American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Academic/ResearchHobby: NA"
229,181,186,6,0.5,3,"Person Id: 181; Gender: Female; Age: 22; Race: Black/African American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Academic/ResearchHobby: NA"
230,181,190,6,0.7,3,"Person Id: 181; Gender: Female; Age: 22; Race: Black/African American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Academic/ResearchHobby: NA"
231,181,191,6,0.7,3,"Person Id: 181; Gender: Female; Age: 22; Race: Black/African American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Academic/ResearchHobby: NA"
232,181,193,6,0.8,3,"Person Id: 181; Gender: Female; Age: 22; Race: Black/African American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Academic/ResearchHobby: NA"
233,183,184,2,1,4,Person Id: 183; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Social Work; Career: Creative Arts/EntertainmentHobby: music
234,194,221,2,0.6,4,"Person Id: 194; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
235,195,215,6,0.8,4,Person Id: 195; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: reading
236,195,217,6,0.7,4,Person Id: 195; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: reading
237,195,225,6,0.6,4,Person Id: 195; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: reading
